event_id	generation	channels	size_bytes	historical_mtime	classification_append_index	metadata_seed_allowed
evt_000473	gen3_current801	2	882044	May18 09:56	482	yes
evt_000474	gen2_legacy	2	882044	May18 04:25	310	no
evt_000475	gen2_legacy	2	882044	May18 04:25	287	no
evt_000476	gen3_current801	2	882044	May18 09:56	439	yes
evt_000477	gen3_current801	2	882044	May18 09:58	596	yes
evt_000479	gen3_current801	2	882044	May18 09:56	490	yes
evt_000480	gen2_legacy	2	882044	May18 04:25	322	no
evt_000481	gen2_legacy	2	882044	May18 04:25	308	no
evt_000482	gen2_legacy	2	882044	May18 04:23	176	no
evt_000483	gen2_legacy	2	882044	May18 04:25	321	no
evt_000484	gen3_current801	2	882044	May18 09:56	478	yes
evt_000485	gen2_legacy	2	882044	May18 04:24	225	no
evt_000486	gen3_current801	2	882044	May18 09:58	623	yes
evt_000487	gen3_current801	2	882044	May18 09:55	385	yes
evt_000488	gen3_current801	2	882044	May18 09:55	391	yes
evt_000489	gen3_current801	2	882044	May18 09:55	373	yes
evt_000490	gen3_current801	2	882044	May18 09:56	435	yes
evt_000492	gen2_legacy	2	882044	May18 04:24	182	no
evt_000493	gen2_legacy	2	882044	May18 04:25	296	no
evt_000494	gen3_current801	2	882044	May18 09:57	531	yes
evt_000495	gen3_current801	2	882044	May18 09:58	652	yes
evt_000497	gen2_legacy	2	882044	May18 04:25	276	no
evt_000498	gen2_legacy	2	882044	May18 04:26	366	no
evt_000499	gen3_current801	2	882044	May18 09:57	551	yes
evt_000500	gen3_current801	2	882044	May18 09:57	528	yes
evt_000501	gen2_legacy	2	882044	May18 04:24	233	no
evt_000502	gen2_legacy	2	882044	May18 04:25	274	no
evt_000503	gen3_current801	2	882044	May18 09:57	502	yes
evt_000504	gen3_current801	2	882044	May18 09:58	620	yes
evt_000505	gen3_current801	2	882044	May18 09:57	527	yes
evt_000506	gen3_current801	2	882044	May18 09:56	421	yes
evt_000507	gen3_current801	2	882044	May18 09:55	413	yes
evt_000508	gen2_legacy	2	882044	May18 04:23	129	no
evt_000509	gen2_legacy	2	882044	May18 04:26	350	no
evt_000510	gen3_current801	2	882044	May18 09:58	608	yes
evt_000511	gen3_current801	2	882044	May18 09:57	543	yes
evt_000512	gen3_current801	2	882044	May18 09:59	666	yes
evt_000513	gen2_legacy	2	882044	May18 04:24	228	no
evt_000514	gen3_current801	2	882044	May18 09:57	546	yes
evt_000515	gen3_current801	2	882044	May18 09:56	438	yes
evt_000519	gen3_current801	2	882044	May18 09:58	593	yes
evt_000520	gen2_legacy	2	882044	May18 04:24	213	no
evt_000521	gen2_legacy	2	882044	May18 04:24	217	no
evt_000522	gen2_legacy	2	882044	May18 04:23	159	no
evt_000523	gen2_legacy	2	882044	May18 04:24	178	no
evt_000524	gen3_current801	2	882044	May18 09:56	474	yes
evt_000525	gen2_legacy	2	882044	May18 04:25	291	no
evt_000529	gen3_current801	2	882044	May18 09:58	602	yes
evt_000530	gen3_current801	2	882044	May18 09:57	540	yes
evt_000533	gen3_current801	2	882044	May18 09:56	440	yes
evt_000534	gen2_legacy	2	882044	May18 04:25	258	no
evt_000535	gen3_current801	2	882044	May18 09:56	457	yes
evt_000537	gen3_current801	2	882044	May18 09:56	433	yes
evt_000538	gen2_legacy	2	882044	May18 04:24	237	no
evt_000540	gen2_legacy	2	882044	May18 04:24	181	no
evt_000541	gen2_legacy	2	882044	May18 04:24	208	no
evt_000542	gen2_legacy	2	882044	May18 04:23	147	no
evt_000544	gen2_legacy	2	882044	May18 04:24	206	no
evt_000545	gen2_legacy	2	882044	May18 04:25	278	no
evt_000546	gen3_current801	2	882044	May18 09:58	658	yes
evt_000547	gen2_legacy	2	882044	May18 04:25	264	no
evt_000548	gen3_current801	2	882044	May18 09:55	408	yes
evt_000549	gen3_current801	2	882044	May18 09:56	422	yes
evt_000552	gen2_legacy	2	882044	May18 04:25	294	no
evt_000553	gen3_current801	2	882044	May18 09:55	386	yes
evt_000554	gen2_legacy	2	882044	May18 04:23	157	no
evt_000557	gen2_legacy	2	882044	May18 04:23	145	no
evt_000558	gen3_current801	2	882044	May18 09:57	555	yes
evt_000560	gen3_current801	2	882044	May18 09:57	525	yes
evt_000561	gen2_legacy	2	882044	May18 04:24	200	no
evt_000562	gen3_current801	2	882044	May18 09:56	458	yes
evt_000564	gen3_current801	2	882044	May18 09:59	670	yes
evt_000565	gen2_legacy	2	882044	May18 04:25	292	no
evt_000566	gen2_legacy	2	882044	May18 04:23	121	no
evt_000567	gen3_current801	2	882044	May18 09:57	529	yes
evt_000568	gen2_legacy	2	882044	May18 04:25	277	no
evt_000569	gen3_current801	2	882044	May18 09:55	405	yes
evt_000570	gen3_current801	2	882044	May18 09:57	523	yes
evt_000571	gen3_current801	2	882044	May18 09:58	644	yes
evt_000572	gen2_legacy	2	882044	May18 04:23	107	no
evt_000573	gen3_current801	2	882044	May18 09:57	571	yes
evt_000576	gen2_legacy	2	882044	May18 04:24	189	no
evt_000577	gen3_current801	2	882044	May18 09:58	630	yes
evt_000578	gen2_legacy	2	882044	May18 04:23	133	no
evt_000580	gen2_legacy	2	882044	May18 04:25	328	no
evt_000582	gen2_legacy	2	882044	May18 04:26	341	no
evt_000583	gen3_current801	2	882044	May18 09:58	605	yes
evt_000584	gen2_legacy	2	882044	May18 04:24	245	no
evt_000585	gen3_current801	2	882044	May18 09:55	400	yes
evt_000587	gen3_current801	2	882044	May18 09:58	616	yes
evt_000589	gen3_current801	2	882044	May18 09:58	583	yes
evt_000591	gen2_legacy	2	882044	May18 04:25	262	no
evt_000592	gen2_legacy	2	882044	May18 04:23	167	no
evt_000593	gen3_current801	2	882044	May18 09:57	522	yes
evt_000595	gen2_legacy	2	882044	May18 04:24	246	no
evt_000596	gen2_legacy	2	882044	May18 04:24	248	no
evt_000597	gen3_current801	2	882044	May18 09:58	617	yes
evt_000598	gen3_current801	2	882044	May18 09:57	547	yes
evt_000599	gen3_current801	2	882044	May18 09:58	601	yes
evt_000600	gen2_legacy	2	882044	May18 04:24	203	no
evt_000602	gen3_current801	2	882044	May18 09:57	544	yes
evt_000604	gen2_legacy	2	882044	May18 04:26	339	no
evt_000605	gen3_current801	2	882044	May18 09:56	491	yes
evt_000606	gen3_current801	2	882044	May18 09:57	509	yes
evt_000607	gen3_current801	2	882044	May18 09:55	397	yes
evt_000609	gen3_current801	2	882044	May18 09:56	428	yes
evt_000611	gen3_current801	2	882044	May18 09:58	632	yes
evt_000613	gen3_current801	2	882044	May18 09:56	425	yes
evt_000614	gen3_current801	2	882044	May18 09:57	549	yes
evt_000616	gen3_current801	2	882044	May18 09:56	483	yes
evt_000617	gen2_legacy	2	882044	May18 04:25	286	no
evt_000618	gen3_current801	2	882044	May18 09:57	565	yes
evt_000620	gen3_current801	2	882044	May18 09:58	612	yes
evt_000621	gen3_current801	2	882044	May18 09:57	514	yes
evt_000623	gen3_current801	2	882044	May18 09:56	486	yes
evt_000624	gen3_current801	2	882044	May18 09:58	619	yes
evt_000626	gen2_legacy	2	882044	May18 04:24	183	no
evt_000627	gen3_current801	2	882044	May18 09:55	394	yes
evt_000628	gen2_legacy	2	882044	May18 04:25	315	no
evt_000629	gen2_legacy	2	882044	May18 04:24	216	no
